Job Title,Company,Location,Salary,Post Date,Job Link,Type,Description
Senior Data Science Executive,iPrice Group Sdn Bhd,Kuala Lumpur+1 location,No Detail,14 days ago,https://malaysia.indeed.com/rc/clk?jk=ac875de89df22386&fccid=16a2fd7c5035661c&vjs=3,No Detail,"Our vision is to become the Skyscanner for online shopping, the place for South East Asia’s 600M people start their e-commerce journey. The place where consumers discover the latest trends, compare prices and get the best deal. With more than 3 billion offers on our platform; 30+ million monthly shoppers; and, a reputation as an independent authority when it comes to insights about the regional e-commerce sector, iPrice is at the centre of South East Asia’s e-commerce revolution. Why join us? Surround yourself with people who are ambitious, passionate, dynamic and constantly looking for ways to improve themselves. Join us and help us drive iPrice’s continued success, our monthly double-digit growth, and be a part of a diverse environment which combines the talent and insights of the 7 countries we that are operating in! Organization backed by world class investors like Naver, Line, Gobi and 500 Start-ups Management team comprised of international managers with experience from world-class organizations Performance focused culture championing ownership, transparency and open communication Diverse colleagues (25 nationalities and counting) Coaching and world-class trainings with access to key experts in your field About the Role: We are looking for an experienced Data Scientist to play an integral role in building a data science team to support product development across iPrice. You will be the face of data science throughout iPrice and will have the responsibility to advise on and drive initiatives across the company. As a Data Scientist in iPrice you will own critical model deployments, scope and analyze complex problems in the E-commerce user journey, and partner with operations teams to create potential solutions. You will work on massive data sets covering millions of users, billions of products, across 7 countries in Southeast Asia. Your work will impact all parts of our business: recommending products to new and existing users across iPrice and Partner sites, optimizing search functionality, developing solutions to catalog billions of products, optimizing monetization strategies, improving internal linking structure, etc. Do you enjoy managing and supervising data driven experimentation? Do you have experience delivering ML projects in short timeframes? If so, this could be the perfect match. Responsibilities: -Be the subject matter expert for applying advanced statistical techniques and predictive models throughout iPrice -Own model development, maintain production model(s) performance, and scope improvements to existing models -Gather and test new data points to improve production models or operations teams’ performance -Work closely with Product Owners, Data Engineers, and BI analysts to conceptualize, deploy, and measure new features -Regularly refresh production models and train Junior analysts to assist in repetitive work -Distil ideas and results into simple, clear presentations for large audiences. Dive deep into the results with POs and C-suite. Requirements -Curiosity to improve the online shopping experience for millions of users across Southeast Asia -Master's degree or PhD in Mathematics, Statistics, Data Science or any related field -3-5 years’ experience in professional Data Science roles; e-Commerce or start-up experience would be a bonus -Strong working knowledge of best practices for production data science projects -A portfolio of large-scale data science projects – e.g. predictive modeling, NLP, etc. -Experience with AWS and Google Cloud workflows, preferably using open-source stacks. We use Python, Spark and AWS EMR for our core models. -Experience working with Data Engineers in an agile environment applying SCRUM methodologies -A positive can-do attitude combined with the ability to work in a super fast-paced start-up environment -Fluent in English, excellent in verbal and written communication, strong presentation and persuasion skills
Think shopping. Think iPrice . Southeast Asia is seen as the e-commerce haven, where new online stores are popping up every day. As such, shoppers are faced with more and more websites in their search for what they want and engage with retailers online. All this can get a little confusing. With this in mind, iPrice was set up to offer shoppers the widest selection of products and brands, provided by hundreds of partners in Southeast Asia – all made available on one shopping website. No more having to search through the plethora of websites. Going through many different websites often takes time. iPrice recognized the importance of saving time and money and has provided shoppers the benefit of comparing prices of products from its partners. Other useful information like delivery time and costs, payment options and good coupon deals are also readily available. iPrice has in place a stringent selection process of acquiring partners in order to offer shoppers high quality and reliable partners. This is to ensure that online purchases are made in a safe environment. With a click of a button, the avid shopper can now search for products, compare prices and save with great deals – all in one safe shopping site. Our Mission To bring a greater level of transparency, convenience and trust to the e-commerce market in Southeast Asia by making it easy for shoppers to compare prices, discover products and get the best deals from thousands of online shops
Master's or Equivalent"
Lead Data Scientist,Singularity Aerotech Asia,Kota Damansara,"RM 7,000 - RM 12,000 a month",30+ days ago,https://malaysia.indeed.com/rc/clk?jk=ac988049ce2ce4df&fccid=02b5adc16b1beea3&vjs=3,No Detail,"1. Design data structure to ease analytical function based on existing SaaS products2. Manage data catalog for ETL processing which pave way for more critical analytic models.3. Leads development of big data analytic and utilization as well as the coordination of cross-functional analytic services.4.

Consistently identify key risk when it comes to data gathering and accumulation of old historical data.5. Advise and work with the team on solving technical problem; Requirements: - 1. Bachelor Degree in Computer Science/Data Science/Statistics/Mathematics/Netcentric or any related field.2. 3 to 8 years of experience in related field3.

Experience in cloud based services such as AWS/Google Cloud/Alicloud4. Having experience working in a mid to big group of team"
Data Sciences & Analytics Engineer (Data Engineering Track),Recruit Express Service Sdn Bhd,Kuala Lumpur,"RM 6,000 - RM 8,000 a month",30+ days ago,https://malaysia.indeed.com/company/Recruit-Express-Service-Sdn-Bhd/jobs/Data-Science-Analytic-Engineer-ba7d38758adce1aa?fccid=0a954ba2806c8b93&vjs=3,No Detail,"Job Responsibilities: Be an effective distributed-system implementer in the following core activities:Design and develop data engineering services and their ecosystem using distributed databases (relational, columnar, graph, in-memory); orchestration (Apache Airflow); and distributed stream/batch data processing (Kafka, Kinesis, Spark).Design and develop MLOps production pipelines; provide technical support to data scientists/ML engineers by getting their ML/DL models deployed at scale and meeting SLAs on both cloud and on-premises GPU and CPU instances.Design data models for mission-critical, high-volume, near-real-time/batch data; build idempotent/atomic production data pipelines to make data ingestion more fault tolerant.Design and develop intuitive, highly automated, self-service data platform functions for business users.Explore, evaluate and champion the introduction of next-generation technologies in the data-ingestion workflow. Participate in project planning and provide technical guidance on cloud architecture for data projects.Any other ad-hoc duties.This is an individual contributor role.Job Requirements: BS in Computer Science or other related discipline is required. Advanced degrees in Computer Science (PhD, MS) are highly desirable.3+ years of relevant industry experience in some or most of the following technical areas:Advanced programming skills in Python. Conversant with data structures and algorithm design.Experience in building data pipelines (including data collection, warehousing, processing, analysis, monitoring, and governance) using open-source data ingestion platforms.Intermediate-level knowledge and experience with AWS cloud components and best practices. Good understanding in deploying data stores such as S3, RedShift, Elasticache and PostgreSQL.Prior experience in modern software development is required (such as web frontend UI, backend API microservices, understanding of CI/CD and Scrum/Kanban agile development). Strong grasp on object-oriented or functional programming (using Python, Java, Scala, or C#).Job Types: Full-time, PermanentSalary: RM6,000.00 - RM8,000.00 per monthBenefits:Professional developmentSchedule:Monday to FridayEducation:Bachelor's (Preferred)Experience:IT: 3 years (Preferred)"
"AVP, DM - SAS",CIMB Group,Kuala Lumpur,No Detail,30+ days ago,https://malaysia.indeed.com/rc/clk?jk=e13d14b86f8ff4d9&fccid=9a5352d97e568e91&vjs=3,No Detail,"Plan and design architectures (such as databases and large scale processing systems) as well as works with stakeholders to understand the business requirements and provide recommendation.

Key Responsibilities *

Design, build and implement ETL process for data ingestion from different host systems, bank data warehouse and external sources to DM platform (Big Data and SAS). Includes Scheduling and Monitoring.
Responsible to manage and support R, Python tools such as Provide support related to R, Python packages as per request plan on future upgrades.
Work closely with Data Scientist team on Script Automation/ algorithm for in-house model development.
Perform application healthcheck & manage usages, services and handle user access based on role to ensure platform stability and data security.
Initiate all Infrastructure upgrades for Data platform including patches upgrade, enhancements and License renewals periodically.
Review and assess the current utilization and requirment for current infrastructure in terms of technology and capacity.
Liaise with different system owners to understand source system changes and plan downstream impact management.
Liaise with Group Technology on firewall issues, network issues, server issues related to our application.
Perform continous process improvement and optimization on current architecture as well as enhance data quality and reliability.
Prepare design document for any new development or enhancement of the data mart.
Work in project with various roles such as business analyst, developer and tester.
Develop automated scripts for standard and periodic data reports and data feeds into downstream systems.
Manage user access to the system. Initiate all Infrastructure upgrades for Data platform including patches upgrade, enhancements and License renewals periodically.
Review and assess the current utilization and requirment for current infrastructure in terms of technology and capacity .
Liaise with different system owners to understand source system changes and plan downstream impact management.
Manage user access to the system. Initiate all Infrastructure upgrades for Big Data platform including patches upgrade, enhancements and License renewals periodically.
Point of contact with Oracle Support vendor for technical issues. Responsible for maintaining Big Data Lake.
Constant communication and follow up with stakeholders.

Qualifications
Qualifications
(Basic Degree/Diploma etc)
Bachelor's Degree or Professional Qualification in the relevant discipline (Financial/Engineering/IT)

Professional Qualification and/or Regulatory, Licensing requirements
N/A

Relevant Work Experience
Have relevant banking background in established bank / financial institutions.
5-10 years experience in Data Engineering/ IT.

Required Competencies and Skills *


Competencies/Skills
(Essential to succeed in this job)
Technical/Functional skills
Good SQL programming and familiar with R, Python, etc.
Hands-on experience and knowledge of various ETL techniques and frameworks, such as Flume, Oracle ODI, SAS DI, Data Stage etc.
Hands-on experience with integration of data from multiple data sources
Strong understanding of data modelling, algorithms, and data transformation techniques.
Good knowledge of Hadoop ecosystem, Cloud technology, Big Data querying tools, such as Pig, Hive, and Impala.
Good knowledge in UNIX environment. Experience with Cloudera Distribution of Hadoop System, management of Hadoop cluster, with all included services
Work with internal business client to problem solve data loading and integrity issues.
Dynamic ability to deliver amidst complexity and pressure – results oriented
Plan and execute data strategy framework in the team.
Personal skills (Soft Competencies)
Good Attitude, team player and self-discipline.
Strong verbal communication skills.
Able to work under pressure and make good decision.
Good in finding solution and solving problem.

Primary Location: Malaysia-Wilayah Persekutuan Kuala Lumpur-Kuala Lumpur
Work Locations: Menara CIMB, KL Sentral, Kuala Lumpur Menara CIMB Jalan Stesen Sentral 2 Kuala Lumpur 50470
Schedule: Full-time
Shift: Day Shift
Employee Status: Permanent
Job Posting: 16/08/2021, 4:03:04 AM"
BI Developer,IDC Tech,Kuala Lumpur,"RM 11,587 a month",14 days ago,https://malaysia.indeed.com/company/IDC-Tech/jobs/Bi-Developer-249cbf2efda470d8?fccid=620ca61b88d54f84&vjs=3,Full time,"ResponsibilitiesTranslate business needs to technical specificationsDesign, build and deploy BI solutions (e.g. reporting tools)Maintain and support data analytics platforms (e.g. Microsoft Strategy)Create tools to store data (e.g. OLAP cubes)Conduct unit testing and troubleshootingEvaluate and improve existing BI systemsCollaborate with teams to integrate systemsDevelop and execute database queries and conduct analysesCreate visualizations and reports for requested projectsDevelop and update technical documentationRequirementsProven experience as a BI Developer or Data ScientistIndustry experience is preferredBackground in data warehouse design (e.g. dimensional modeling) and data miningIn-depth understanding of database management systems, online analytical processing (OLAP) and ETL (Extract, transform, load) frameworkFamiliarity with BI technologies (e.g. Microsoft Power BI, Oracle BI)Knowledge of SQL queries, SQL Server Reporting Services (SSRS) and SQL Server Integration Services (SSIS)Proven abilities to take initiative and be innovativeAnalytical mind with a problem-solving aptitudeBSc/BA in Computer Science, Engineering or relevant fieldJob Type: Full-timePay: Up to RM11,587.00 per monthSchedule:Day shiftExperience:Design, build and deploy BI solutions: 4 years (Preferred)Work Remotely:Temporarily due to COVID-19"
"Scientist 3, Data Science",SANDISK STORAGE MALAYSIA SDN. BHD.,Simpang Ampat,No Detail,17 days ago,https://malaysia.indeed.com/rc/clk?jk=a5c90e8517836732&fccid=2900ad8741d9e20f&vjs=3,No Detail,"Lead Operations Research Engineer, supporting optimization projects at global sites, primarily in the APAC region. Collect information about the business problems, understand the related current practices and the desired solution. Collect analytical requirements from the business and translate and cast the business problem into analytical problem definition statements. Set up the mathematical model of the problem under study, with data I/O interfaces. Implement the mathematical model using declarative programming libraries, e.g. FICO Xpress optimization suite. Conduct numerical experiments with the model, and present the results to the key project stakeholders. Support the go-live phase of the application, leveraging the math model in its core. Qualifications REQUIRED: PhD/Masters in Applied Math, Operations Research, Computer Science, Statistics or a related field 6+ years hands-on experience in optimization modeling and analysis. MS in Applied Math, Operations Research, Computer Science, Statistics or a related field Proven history supporting critical research and development projects, requiring in-depth analytical understanding of systems. Working knowledge of optimization tools (Gurobi, Cplex, or Xpress) Programming skills with at least one object oriented language (e.g. Java) and one scripting language (e.g Python). Experience prototyping and developing software in programming languages (Java/C++/Python/PHP) PREFERRED: Knowledge of production/manufacturing related optimization problems and techniques (production planning, scheduling etc.) Knowledge of stochastic systems analysis and familiarity with machine learning concepts Strong critical thinking and problem solving ability. Working knowledge of predictive modeling and ML tools (scikit, R) SKILLS: Strong English verbal communication skills Strong presentation skills - adept at messaging domain and technical content, at a level appropriate for the audience. Experienced at understanding key performance levers and metrics to highlight operational issues and drive improvement. Expert ability to identify, define and execute project plans and develop modeling approaches suitable for the problem Ability to break down complex problem and projects into manageable sub-tasks and sub-parts for executing rapid projects (10-12 weeks)
Western Digital - A Storage Solutions Leader Western Digital is a company with strong values and a passion to innovate and lead the charge in the transformation of data. Creating the right environment where our employees can thrive is key to how we do business. Quality products, exceptional customer service and industry-leading solutions all come from a culture that’s inclusive, forward-thinking and bold enough to imagine the possibilities of data. We thrive on the power and potential of diversity. As a global company, we believe that the most effective way to embrace the diversity of our customers and communities is to mirror it from within. We believe that the fusion of various perspectives results in the best outcomes for our employees, our company, our customers, and the world around us. We are committed to an inclusive environment where every individual can thrive through a sense of belonging, respect and contribution.
Bachelor's or Equivalent"
Forensic Engineer,APPROVED FORENSICS SDN BHD,Batu Caves,"RM 4,000 - RM 4,999 a month",21 days ago,https://malaysia.indeed.com/rc/clk?jk=f3369d5a2fb7252a&fccid=1721182c197005a8&vjs=3,No Detail,"Approved Group International seeking a Forensic Engineer to conduct a forensic investigation into origin and cause of fire, engineering failure &explosions a. Investigate the origin & root cause of failure & explosion or any loss of medium, high voltage (HV) & extra-high voltage (EHV) equipment including shunt reactors, transformers, transmission cables, switchgear equipment such as Current Transformer, Potential Transformer (PT), Breaker, Capacitor Bank, Busbar, Electromechanical Relays, Uninterruptible Power Supply units(UPS), induction motors, super critical turbine generators, distribution power transformer , earthing & lightning protection system, HVVRT (High Voltage Variable Resonant Transformer), HVSRT (High Voltage Static Resonant Transformer) and wet cell and dry cell battery charging system. b. The following activities of electrical inspection ranges from High voltage to Low voltage substations including i. Testing & maintenance of electrical installation ii. Insulation test, dead phasing and pressure test iii. Locating cable fault iv. HV current transformer test i. Magnetizing curve test, ii. Polarity check test, iii. Insulation resistance test, iv. Ratio test, etc. v. Checking of transformers including i. Core lamination, ii. Copper, iii. Press board, iv. Insulation materials, v. Tank vi. Investigate failures in the design and installation vii. Maintenance of electrical systems d. Test numerical relays for distance protection, line differential protection, transformer differential protection, overcurrent protection, directional overcurrent protection with setting configurations in ABB, Siemens, SEL, Mitsubishi relays with its appropriate software. e. Test Electronic components involving various Integrated Circuit (ICs) package boards using specialised software such as Keil, Arduino f. Damage assessment of the electronic components and IC package boards for the possible restoration and repair g. Design and Simulation of wireframe failure model using 3D modelling software (Blender). h. Any engineering investigation and damage assessment as instructed i. Provide expert testimony in courts of law j. Provide technical training, transfer of knowledge, and conduct technical presentations including writing articles k. Encourage teamwork, build consensus and always work in the best interest of Approved Forensics Sdn Bhd’s Vision, Mission and Core Values l. Be accountable, take ownership and follow through cases with minimum supervision m. Demonstrate technical capability and perform various roles across a broad spectrum of case work. Responsibilities include, but are not limited to, the following: Responsibilities: • To investigate the root cause of failure, extent of damage & option for repair in a variety of electrical systems & construction • To determine the root cause of failure of electrical equipment • Compiles detailed and comprehensive written investigative reports • Provides expert testimony based on the determination of cause of loss • Effectively and patiently communicate technical matters to clients after site visits • Power point presentation on case assigned to clients • Completes projects as assigned on time Job Requirements • Forensic electrical engineering experience; Insurance/Loss Adjuster experience (preferred, but not required) • Bachelor / Master’s Degree in Electrical & Electronic Engineering or Mechanical Engineering • Compile report with English • Excellent leadership and interpersonal communication skills with the ability to effectively, persuasively, and tactfully interact with clients and employees at all levels of the organization • Strong organizational, analytical, and time management skills with attention to detail and a high quality of work in a dynamic environment • Must be able to work independently, efficiently manage your time, and meet deadlines on multiple concurrent projects • Strong communication skills; verbal and written. Public speaking is a must; effective report writing is critical • Strong project management, data interpretation, and technical writing skills • Ability to travel and support project needs both in and out of state • Demonstrated computer skills PHYSICAL DEMANDS/ WORK ENVIRONMENT • Must be willing and able to perform all types of field inspections and to work at heights or in confined spaces (roofs, crawlspaces, and in between) • Must be able to work in inclement weather • Must be willing to work additional hours as needed during peak times
Approved Group International (AGI) was founded in 2001 bringing together seasoned forensic scientists and engineers, as well as experienced restoration specialists to deliver Services That Will Free Your Mind. AGI consists of multi-disciplinary specialists who live and breathe as one to provide holistic and comprehensive services, which includes risk mitigation, forensic investigation and equipment restoration. AGI consists of multi-disciplinary specialists who live and breathe as one to provide holistic and comprehensive services, which include: Damage Assessment, Technical Inspection, Stabilization & Preservation, Dehumidification & Decontamination, Risk Improvement, Fire & Forensic Investigation, Heavy Engineering Loss & Machinery Failure Investigation, Motor Vehicle Investigation, Questioned Document Examination, and Business Continuity Management. Training provided to enhance your skills Yearly company trip Group Hospitalization & Surgical/ Group Personal Accident Outpatient medical
Bachelor's or Equivalent"
Scientist,Mediven,Bukit Gelugor,No Detail,30+ days ago,https://malaysia.indeed.com/rc/clk?jk=aa123e23bb46c569&fccid=bb95773bcfe77eeb&vjs=3,No Detail,"MedivenTM aspires to be a provider of innovative solutions for affordable healthcare in developing nations. We are constantly on the look out for talents who can help us in this mission. Please feel free to send your resume to us if you wish to join our family!
Responsible for supervising projects and work with team member to ensure that the project remains on schedule. To help determine the goals of the research project, research methods, and other test parameters. Research officers may also review and analyse data during the course of the project. Strongly preferred candidates with graduate degree and computer skills.

Responsibilities

To carry out literature search and market survey of potential kits for development.
To keep up with the current market trends and ensure the research team remains updated.
To carry out R&D based on projects assigned.
To conduct production of Mediven products.
To conduct QC test on incoming raw materials and outgoing products.
To prepare and produce documentation (product specification, CoA, IFU, certificates) and technical support upon request from sales department or customer.
To maintain cleanliness and tidiness in the laboratory.
To co-ordinate with colleagues at all times to enable smooth operation and instill team spirit to enhance productivity with minimum supervision.
To assist in developing plan for maximizing commercial potential of a product or diagnostic area.
To perform quantitative/qualitative analyses of disease and diagnostic trend.
To assess opportunities for expanding market share and competitive positioning.
To conduct product and technology training.
Regularly attending company meetings, technical data presentations and briefing.
Keeping up with the latest clinical data supplied by the company and interpreting, presenting and discussing this data with stakeholders during presentation.
Help in monitoring competitor activity and competitor’s products.
To prepare documents and perform special tasks in a timely manner upon request from Lead Scientist, Operations Director or designated personnel.
Assist in the establishment of test controls, criteria and research standards; design and oversee the construction of necessary equipment; and develop and test experimental designs, sampling techniques, and analytical methods and make recommendations for their utilisation.
Organise data research and analysis procedures.
Participate in the development of general goals for the research project and in the planning of the field and/or laboratory work; plan and coordinate the work of laboratory assistants and serve as a consultant to the project director and staff.
Current Opening: 0

Abilities

Demonstrated ability to meet deadlines without compromising close attention to detail and accuracy.
Proven ability to work as a member of a team as well as autonomously without close supervision.
Demonstrated ability and willingness to take initiative and to improve and enhance existing systems and procedures (quality assurance).
Demonstrated ability to maintain confidentiality and comply with privacy requirements.

Requirements

Candidate must possess at least a Bachelor’s Degree, Post Graduate Diploma, Professional Degree, Master’s Degree, Doctorate (PhD), Biology, Medical Science, BioTechnology or equivalent.
At least 3 years’ experience in molecular and life science products is required for this position.
Preferably Senior Executives specializing in Biotechnology, Molecular Biology, Life Science, Genetic Engineering or equivalent.
Candidates should be highly motivated, conscientious and able to work independently with good organisational, verbal and interpersonal skills.
Applicants must be willing to work in Gelugor, Penang.
Possess own vehicle and willing to travel locally.
Self-driven and result oriented.
(0) Full-Time position(s) available."
Data Engineer,MoneyLion,Kuala Lumpur,No Detail,30+ days ago,https://malaysia.indeed.com/rc/clk?jk=c6228a9e1afb03ba&fccid=f0df775ddffb40cc&vjs=3,No Detail,"Data Engineer
About Us
MoneyLion is America's most powerful and rewarding financial membership, empowering people to take control of their finances to achieve their overall life goals.
Since its launch in 2013, MoneyLion has amassed more than 4 million members and has earned its customers trust with new banking and investments capabilities that offer a one-of-a-kind rewards program, no-fee checking account, overdraft protection, and loans funded in 15 seconds or less.
From a single application platform, users can get a holistic snapshot of their entire financial lives while having access to personalized and contextualized tips and tools to improve their credit and achieve everyday savings.
By rewarding financial responsibility, providing top-notch customer assistance and offering insightful financial education tips, we aim to positively impact our customers and enable them to better their financial health.
MoneyLion team members are passionate about making a difference in people's lives. We work fast, collaborate always, and above all else, we do it for our customers.
About the Role
The Kuala Lumpur office is the technology powerhouse of MoneyLion. We pride ourselves on innovative initiatives and thrive in a fast paced and challenging environment. Join our multicultural team of visionaries and industry rebels in disrupting the traditional finance industry!
MoneyLion is building a world class data ecosystem that will dramatically improve the ability of internal data users and analysts to create products and experiences that captivate our customers. As the Data Engineer, you will participate in technical and architectural planning as well as contributing as a developer while interacting with data scientists, software engineers, and analysts as we build and scale the world's most rewarding program for financial wellness.
Key Responsibilities
Assist with reviewing and interpreting business and technical requirements with a focus on data objectives of the product
Identify requirements and develop data delivery solutions
Implement company policies on data access and data distribution
Support members of various teams to determine database structural requirements by analyzing their applications and client operations
Collaborate with highly talented engineers while striving to help them build their skills and achieve their career goals
Support data flow and ETL processes from end to end for projects and initiatives including troubleshooting of data issues, integrity checks, data model design, querying of data, and performance resulting from data issues
Assist in training over the data systems used by the company for the employees. Specifically, training programs for new hires on various reports and models available in the data visualization tools that are used
Analyze large data sets, some of them messy, to answer and solve real-world business problems while charting paths towards data cleanup and preventing data from becoming messy
About You
Familiarity with financial and banking products
Demonstrated skills in good software engineering practices
Building and shipping large-scale engineering products and/or infrastructure
Scalable data architecture, fault-tolerant ETL, and monitoring data quality in the cloud (We use AWS)
Collaborating with a diverse set of engineers, data scientists and product managers
Deep expertise in data engineering and data processing at scale. Requires a focus on the development of pipelines for the creation of data lakes to enable exploration as well as machine learning model training, deployment and scoring at massive scale.
Familiarity with data science techniques and frameworks
NoSQL, Relational databases and Presto (We use MongoDB, MySQL, PostgreSQL, ElasticSearch)
The AWS stack combined with technologies such as Java, Python, Spark, and Kafka
Familiarity with Apache Airflow or equivalent workflow management tools
About the Perks
Work with one of the top tech teams in the country. We use a bunch of super cool tools and technologies that you can view here https://stackshare.io/moneylion/technology
Competitive salary (Ka-ching!)
Medical insurance for inpatient and outpatient treatment. We also provide dental and optical coverage.
L&D blocks because we want you to continuously learn.
Flexible working hours!
Unlimited Paid Time Off. Yes, you read that right.
Vacation Allowance. We pay you to take some time off.
Phone Allowance
Corporate Discounts with health clubs, airfare companies (applicable only when the pandemic ends), 5 star hotels in KL (wink wink) and coffee shops! (you wouldn't want to miss this if you're a coffee lover)
Endless company events (weekly sharing sessions, monthly book clubs, karaoke and even trivia days!)
Employment Pass & EPF for expatriates.
Be part of the most powerful financial membership in the world! We're rewiring the banking system and we want you to join us. If not now, then when?
What's Next...
After you submit your application, you can expect the following steps in the recruitment process:
Interview - Talent Acquisition Team (Virtual or face-to-face)
Sample test - To be discussed in the technical round
Interview - Hiring Manager (Virtual or face-to-face)
*If you've already sent in your application for this position and were not selected, please re-apply after 6 months.*
MoneyLion is committed to equal employment opportunities for all employees. Inside our company, every decision we make regarding our employees is based on merit, competence, and performance, completely free of discrimination. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. Within that team, no one will feel more “other” than anyone else. We realize the full promise of diversity and want you to bring your whole self to work every single day."
SALES EXECUTIVE,Esthetic Medical Solution Sdn Bhd,Petaling Jaya,"RM 3,000 - RM 3,499 a month",24 days ago,https://malaysia.indeed.com/rc/clk?jk=87788957d7e3ce27&fccid=8e9bfe759be312bd&vjs=3,No Detail,"As a Sales & Marketing Executive you are required to develop sales strategy by planning and analyzing past and future data to maximize all revenue streams in order to achieve business objectives. Main roles and responsibilities are as follows: 1. To develop a clear and quantifiable sales strategy on all company products and services in order to support company revenue and profit targets. 2. To achieve and maximize monthly targeted revenue set by the company through revenue generated from existing and new customers 3. To ensure all sales reports and presentations are updated each month before or by the deadline 4. To have an in-depth knowledge of company products and services in order to successfully retail them to new and existing customers 5. To attend business conferences to promote company product solutions and brands 6. To maintain consistent communication and follow up with prospects or customers 7. To build long term and productive relationship with customers 8. To continuously connect with customers to build their understanding on company product knowledge 9. To evaluate and improve the current sales structure to achieve better profit targets 10. To work closely with business management team to promote best practices in setting budget, maximizing opportunities, minimizing risks and etc 11. Other ad-hoc duties assigned
EDUCATION We aim to provide quality aesthetic education to medical professionals as well as the therapist. All the programs and course syllabus are meticulously developed by EMS academic faculty to ensure students can safely perform the aesthetic treatment to the public. All the contents are based on MOH recommendation and following international standards. Currently, we offer Medical Aesthetic Certification (MAC) program (Theory & Practical) for medical doctors to prepare for LCP application, Professional Certificate of Aesthetic Therapist (PROCAT) for the general public, Medical Aesthetic International Certification (MAiC) program for international doctors and, Applied Clinical Research Certification in Aesthetic, Pharmaceutical and Regenerative Medicine (ACRC). PRODUCT Platelet Rich Plasma contains several regenerative growth factors that help promote the production of specific skin components (i.e., collagen, elastin), multiplication of cells and reduce inflammation. BIOLYPH is an amazing product using the patented technology to produce a freeze-dried Platelet Rich Plasma (PRP) from the patient own blood. It goes through a stringent quality control process at a certified laboratory and handled by qualified scientists. Clinicians and patients can be assured about the safety and efficacy of BIOLYPH. It's BLOODY Amazing!
Diploma / Advanced Diploma / Higher Graduate Diploma / DVM / DKM Level 4 / DLKM Level 5"
Senior Staff Engineer Data Scientist,Cypress Semiconductor Corporation,Melaka,No Detail,13 days ago,https://malaysia.indeed.com/rc/clk?jk=f2bf5b49ea333313&fccid=0ab7357f073ba0f1&vjs=3,No Detail,"Job descriptionIn your new role you will:Responsible for using a variety of data mining or?analysis methods, data tools, building and implementing models, algorithms and creating or?running simulations.?Responsible for?end-to-end data science projects including cleaning or?pruning of source data.Responsible for?data operation support, working with large data sets (including processing, manipulation, analysis, modelling etc.)?Analyzing data trends, correlations and patterns, translating data into useful insights to drive business and operational decisions.Cooperate with different company departments to understand needs and devise possible solutions (topics are e.g. shopfloor (personnel, capital & material) efficiency, engineering efficiency, machine stability &control, yield improvement). Your ProfileYou are best equipped for this task if you have:Bachelor's degree in Computer Science, Statistics, Mathematics or equivalent field.?Experience in developing Machine Learning / Deep Learning models.Knowledge of programming languages like SQL, Python, R, and Scala (C,C++, Java).Familiarity with business intelligence tools (e.g., Tableau).Experience with big data technologies such as Hadoop and Spark.Ability to visualize data in the most effective way possible for a given project or study.Analytical and problem-solving skills.
Cypress Semiconductor Corporation"
YOODO CLVM,Celcom,Kuala Lumpur,No Detail,30+ days ago,https://malaysia.indeed.com/rc/clk?jk=842c52bf0a2b48d0&fccid=91a1c9526a3803b6&vjs=3,No Detail,"YOODO CLVM (BASE MANAGEMENT & LOYALTY)
Date: 24-Oct-2021
Location: Kuala Lumpur, MY
Company: Celcom Axiata Berhad
Job Description

JOB PURPOSE:
Enhance customer revenue and loyalty growth by increasing average spent per customer via upsell / cross sell programs, and by increasing customer stickiness to the brand through reward and gamification programs.
ACCOUNTABILITIES /KEY RESPONSIBILITIES:
Assist in developing base management strategy, create and manage CVM campaigns for customer revenue enhancement and loyalty growth of the customer base
Assist in development of customer engagement strategy, including development of communications, marketing materials and content for customers across all channels
Monitor and ensure all campaigns are reliably executed in systems and other customer touch points
Creation and management of innovative loyalty programs, ‘refer a friend’ scheme, etc with high level of personalization to increase customers stickiness to the brand
Manage and execute various campaigns in a fast-paced and data-driven environment
Work closely with Data Scientist & Product team in developing statistical models to identify micro segments, customer behavior, propensity to buy, and creation of upsell / cross-sell plans for the target audience
Identification of pain points and moments of truth within the customer’s journey using data including surveys, NPS (by other team) and research - and creation of plans to address the issue
Work with other team members to find innovative and new ways of offers and execution
Provide campaign reporting, analysis, insights and recommendations for improvement
Management of agencies involved in activities
Perform any other duties and responsibilities related to CVM as designated by the Supervisor
QUALIFICATIONS, EXPERIENCE & SKILLS/COMPETENCIES

QUALIFICATIONS:
Candidate must possess at least a Bachelor’s Degree in any field
Marketing background is preferable

EXPERIENCE:
6 to 10 years of professional Marketing experience ideally within the telecommunications industry with at least 5 years working experience in customer value management, loyalty and campaign management
Preferably has worked in a digital company
May be advantageous if the candidate has start-up experience
TECHNICAL & BEHAVIOURAL COMPETENCIES/ SKILLS
Good planning and organization skill
Communicates and works well with different level of people
Communicates well with internal and external stakeholders
Meticulous and detail in work
Solid analytical and numerical skills
Able to work independently and in group with least guidance, self-starter
Result oriented and does whatever it takes to get things done (start-up environment)
Positive and open for ideas, self-motivator
Willing to take up challenges"
